date,M2SL,MYAGM2EZM196N,MYAGM2JPM189S,MYAGM2CNM189S,global_liquidity,global_liquidity_growth
1992-10-01,3423.8,2812531000000.0,502133100000000.0,,168315210334474.6,-0.00602992796440216
1992-11-01,3426.5,2847433000000.0,503120500000000.0,,168655977667808.84,-0.005082555065724748
1992-12-01,3424.7,2939888000000.0,504020500000000.0,,168986796001141.56,-0.002707041624804396
1993-01-01,3419.1,2882795000000.0,504400200000000.0,,169094331667806.38,-0.0016379845927021464
1993-02-01,3414.5,2879792000000.0,505420900000000.0,,169433564001138.16,0.0019570127556065575
1993-03-01,3411.7,2902894000000.0,503831300000000.0,,168911398001137.22,-0.0029160033350341674
1993-04-01,3411.3,2913546000000.0,507085200000000.0,,169999582001137.1,0.004883889577922407
1993-05-01,3436.9,2933359000000.0,510144300000000.0,,171025886334478.97,0.013655161767683
1993-06-01,3442.4,2955816000000.0,510372800000000.0,,171109538667814.12,0.013436812974225276
1993-07-01,3442.0,2953701000000.0,510281600000000.0,,171078433667814.0,0.015623290260771139
1993-08-01,3445.7,2948714000000.0,511337500000000.0,,171428738001148.56,0.016787661743565385
1993-09-01,3452.2,2966997000000.0,511222800000000.0,,171396599001150.72,0.019716413736958094
1993-10-01,3456.7,2987300000000.0,511569300000000.0,,171518866667818.9,0.019033670973514605
1993-11-01,3470.1,3020874000000.0,511091600000000.0,,171370824667823.38,0.01609695095042407
1993-12-01,3474.5,3150266000000.0,511478200000000.0,,171542822001158.16,0.015125595966677396
1994-01-01,3474.9,3105703000000.0,512523000000000.0,,171876234334491.62,0.016451779543683598
1994-02-01,3475.7,3102600000000.0,513031800000000.0,,172044800001158.56,0.01541156272911115
1994-03-01,3480.1,3126996000000.0,513767500000000.0,,172298165334493.38,0.020050555341051268
1994-04-01,3481.3,3133737000000.0,517625600000000.0,,173586445667827.1,0.02109924991854406
1994-05-01,3490.8,3129450000000.0,517905800000000.0,,173678416667830.28,0.015509525430341675
1994-06-01,3479.5,3154660000000.0,517675500000000.0,,173610053334493.16,0.014613531695234272
1994-07-01,3488.2,3149190000000.0,520216700000000.0,,174455296667829.4,0.01973868317366234
1994-08-01,3485.7,3126004000000.0,521298600000000.0,,174808201334495.22,0.01971351695608936
1994-09-01,3486.1,3135704000000.0,523492100000000.0,,175542601334495.38,0.024189525098551323
1994-10-01,3484.3,3139823000000.0,524419000000000.0,,175852941001161.44,0.025268790644100703
1994-11-01,3487.2,3148097000000.0,524990000000000.0,,176046032334495.72,0.027281234572655633
1994-12-01,3486.4,3243755000000.0,526717900000000.0,,176653885001162.12,0.029794677156293137
1995-01-01,3492.4,3176293000000.0,528391400000000.0,,177189231001164.12,0.030911758610749906
1995-02-01,3489.9,3172637000000.0,531014000000000.0,,178062212334496.62,0.03497584543849941
1995-03-01,3491.1,3176207000000.0,531857500000000.0,,178344569001163.72,0.03509267585602016
1995-04-01,3499.2,3187017000000.0,533202100000000.0,,178796372334499.72,0.03001344169833553
1995-05-01,3524.2,3192383000000.0,533291600000000.0,,178827994334508.06,0.029650072619711976
1995-06-01,3548.9,3218329000000.0,533589200000000.0,,178935843001182.97,0.030676735387141774
1995-07-01,3567.4,3212065000000.0,534354900000000.0,,179188988334522.47,0.02713412408283733
1995-08-01,3589.0,3203359000000.0,535411200000000.0,,179538186334529.66,0.02705814123093475
1995-09-01,3602.1,3233082000000.0,537587000000000.0,,180273360667867.38,0.026949351880445116
1995-10-01,3613.4,3235715000000.0,537803600000000.0,,180346438334537.78,0.0255525856308918
1995-11-01,3619.9,3263208000000.0,542286700000000.0,,181849969334539.97,0.03296829200340334
1995-12-01,3629.5,3397475000000.0,543587700000000.0,,182328391667876.5,0.03212217306557985
1996-01-01,3647.9,3337995000000.0,544421800000000.0,,182586598334549.28,0.03046103480944451
1996-02-01,3661.8,3332905000000.0,545554100000000.0,,182962335001220.6,0.027519160873497928
1996-03-01,3686.9,3344138000000.0,547677800000000.0,,183673979334562.28,0.029882661206037442
1996-04-01,3697.7,3359123000000.0,547976500000000.0,,183778541001232.56,0.02786504335452622
1996-05-01,3709.6,3362529000000.0,550174900000000.0,,184512476334569.88,0.03178742803226142
1996-06-01,3722.5,3397323000000.0,553304300000000.0,,185567207667907.5,0.0370600129940466
1996-07-01,3737.1,3386524000000.0,554019800000000.0,,185802108001245.72,0.036905837396533636
1996-08-01,3744.0,3382843000000.0,555291600000000.0,,186224814334581.34,0.037243486394547
1996-09-01,3753.4,3406184000000.0,556694200000000.0,,186700128001251.12,0.035650122178752186
1996-10-01,3772.8,3403007000000.0,557946500000000.0,,187116502334590.94,0.03753921653553749
1996-11-01,3795.1,3438163000000.0,559186800000000.0,,187541654334598.38,0.03129879548996639
1996-12-01,3818.6,3562479000000.0,559449000000000.0,,187670493001272.88,0.029299338871629832
1997-01-01,3834.6,3499192000000.0,560339500000000.0,,187946230667944.88,0.02935391963201628
1997-02-01,3846.3,3493103000000.0,560902300000000.0,,188131801001282.1,0.0282542633708025
1997-03-01,3861.2,3500177000000.0,562345000000000.0,,188615059001287.1,0.02690135905274116
1997-04-01,3877.0,3498558000000.0,565321800000000.0,,189606786001292.34,0.03171341424470597
1997-05-01,3889.2,3516345000000.0,566772900000000.0,,190096415001296.4,0.030263203755400037
1997-06-01,3906.0,3549216000000.0,569049200000000.0,,190866138667968.66,0.028555320019387098
1997-07-01,3923.9,3542370000000.0,570975200000000.0,,191505856667974.62,0.03069797607834812
1997-08-01,3957.4,3531781000000.0,573024200000000.0,,192185327001319.12,0.03200708073215641
1997-09-01,3973.1,3543278000000.0,573875600000000.0,,192472959334657.72,0.03092033945133621
1997-10-01,3992.3,3555327000000.0,574428800000000.0,,192661375667997.4,0.029633267318621925
1997-11-01,4014.8,3587644000000.0,576954000000000.0,,193513881334671.6,0.03184480280534374
1997-12-01,4032.9,3687146000000.0,580756900000000.0,,194814682001344.28,0.038067726502018395
1998-01-01,4056.2,3658509000000.0,584767500000000.0,,196142003001352.1,0.04360700560091124
1998-02-01,4088.9,3660611000000.0,588535100000000.0,,197398570334696.28,0.049256793822704203
1998-03-01,4114.3,3666889000000.0,587817600000000.0,,197161496334704.75,0.04531153227462781
1998-04-01,4140.2,3698172000000.0,588642700000000.0,,197446957334713.4,0.0413496346769342
1998-05-01,4164.4,3727306000000.0,590924500000000.0,,198217268668054.78,0.0427196571103301
1998-06-01,4184.1,3758294000000.0,591266100000000.0,,198341464668061.38,0.03916528123983709
1998-07-01,4203.8,3725595000000.0,594029600000000.0,,199251731668067.9,0.04044719641928651
1998-08-01,4228.7,3718421000000.0,597478800000000.0,,200399073668076.25,0.04273867727009528
1998-09-01,4267.7,3725841000000.0,599211500000000.0,,200979113668089.25,0.04419402269719175
1998-10-01,4307.9,3740075000000.0,599410700000000.0,,201050258334769.28,0.043542109245747085
1998-11-01,4346.6,3789869000000.0,604654200000000.0,,202814689668115.53,0.04806274500462693
1998-12-01,4375.6,3920142000000.0,606469900000000.0,,203463347334791.88,0.04439431999990595
1999-01-01,4403.0,3953260000000.0,608088500000000.0,,204013920001467.66,0.04013376471974395
1999-02-01,4425.8,3911195000000.0,610946600000000.0,,204952598334808.6,0.03826789620261284
1999-03-01,4432.6,3929382000000.0,612593600000000.0,,205507660668144.22,0.04233161387287754
1999-04-01,4461.4,3950654000000.0,611524500000000.0,,205158384668153.78,0.039055690893063044
1999-05-01,4486.1,3979502000000.0,614688900000000.0,,206222800668162.03,0.04038766175067088
1999-06-01,4508.0,4005344000000.0,616754500000000.0,,206919948001502.66,0.043251083921347355
1999-07-01,4535.4,4021979000000.0,617487500000000.0,,207169826334845.12,0.039739151075323775
1999-08-01,4552.7,3991118000000.0,618614100000000.0,,207535072668184.25,0.03560894204494902
1999-09-01,4568.8,4000412000000.0,619203300000000.0,,207734570668189.6,0.03361273157596245
1999-10-01,4592.7,4019772000000.0,620690200000000.0,,208236657334864.25,0.0357442913011774
1999-11-01,4611.8,4049147000000.0,622107500000000.0,,208718882334870.6,0.02911126741567216
1999-12-01,4639.3,4142298000000.0,622941900000000.0,,209028066001546.4,0.02734998091620877
2000-01-01,4667.6,4137751000000.0,623791700000000.0,,209309817001555.88,0.025958508125573543
2000-02-01,4680.9,4133651000000.0,623599700000000.0,,209244450334893.62,0.02094070548485516
2000-03-01,4711.7,4143894000000.0,624794300000000.0,,209646064668237.25,0.02013746829017604
2000-04-01,4767.8,4186038000000.0,628892600000000.0,,211026212668255.9,0.028601453504293328
2000-05-01,4755.7,4177617000000.0,627928200000000.0,,210701939001585.25,0.021719898667416082
2000-06-01,4773.6,4186421000000.0,628445400000000.0,,210877273668257.88,0.01912491137261685
2000-07-01,4791.3,4184938000000.0,629479100000000.0,,211221346001597.1,0.019556514278307846
2000-08-01,4819.5,4176869000000.0,630006200000000.0,,211394356334939.84,0.018595814274370737
2000-09-01,4855.2,4182500000000.0,631221400000000.0,,211801300001618.4,0.019576565038490923
2000-10-01,4871.3,4187284000000.0,633586000000000.0,,212591094668290.4,0.020911002842423754
2000-11-01,4882.7,4210799000000.0,633784700000000.0,,212665166334960.9,0.01890717292055477
2000-12-01,4927.6,4299630000000.0,635905800000000.0,,213401810001642.53,0.020924194935926677
2001-01-01,4978.3,4348576000000.0,637630300000000.0,,213992958668326.1,0.022374209360354058
2001-02-01,5017.0,4355581000000.0,639548400000000.0,,214634660335005.66,0.02576034868062238
2001-03-01,5074.8,4385080000000.0,640592500000000.0,,214992526668358.25,0.02550232463739177
2001-04-01,5139.1,4422968000000.0,643277600000000.0,,215900189335046.38,0.023096546183353217
2001-05-01,5137.2,4445379000000.0,644624000000000.0,,216356459668379.1,0.026836585812109126
2001-06-01,5180.1,4492195000000.0,646253900000000.0,,216915365001726.72,0.028633200858655172
2001-07-01,5210.0,4479923000000.0,647863200000000.0,,217447707668403.34,0.029477899770410376
2001-08-01,5243.8,4461073000000.0,648700900000000.0,,217720657668414.6,0.02992653845238502
2001-09-01,5355.1,4508739000000.0,650808200000000.0,,218438979668451.72,0.03133918284157167
2001-10-01,5343.8,4512933000000.0,651700200000000.0,,218737711001781.25,0.02891285894680351
2001-11-01,5387.5,4565041000000.0,652752600000000.0,,219105880335129.16,0.030285702690132643
2001-12-01,5440.5,4684363000000.0,657681900000000.0,,220788754335146.84,0.034615190627705905
2002-01-01,5460.9,4655663000000.0,660284400000000.0,,221646687668486.97,0.0357662656182236
2002-02-01,5490.2,4644451000000.0,662055400000000.0,,222233283668496.75,0.035402592114577525
2002-03-01,5502.0,4670235000000.0,664371000000000.0,,223013745001834.0,0.03730928910775155
2002-04-01,5502.1,4706318000000.0,666202400000000.0,,223636239335167.38,0.03583160359399118
2002-05-01,5528.3,4728195000000.0,667117600000000.0,,223948598335176.1,0.03509088047767972
2002-06-01,5553.3,4768158000000.0,668097800000000.0,,224288652668517.75,0.03399154166295393
2002-07-01,5596.0,4758307000000.0,668993200000000.0,,224583835668532.0,0.032817674081949244
2002-08-01,5638.3,4750263000000.0,670646700000000.0,,225132321001879.4,0.03404207672729287
2002-09-01,5662.3,4792133000000.0,671129500000000.0,,225307211001887.4,0.03144233389050033
2002-10-01,5707.1,4811015000000.0,672843200000000.0,,225884738335235.72,0.03267396051975813
2002-11-01,5758.1,4875496000000.0,673356300000000.0,,226077265335252.72,0.03181742539022969
2002-12-01,5779.4,4981449000000.0,672766800000000.0,,225916083001926.47,0.023222779992664755
2003-01-01,5812.1,4923614000000.0,673713300000000.0,,226212304668604.03,0.02059862499251852
2003-02-01,5848.2,4951523000000.0,674891800000000.0,,226614441001949.4,0.019714226695169534
2003-03-01,5868.4,5006352000000.0,675592000000000.0,,226866117335289.47,0.017274147534824813
2003-04-01,5905.5,5052347000000.0,672662800000000.0,,225905049001968.5,0.010145089514767003
2003-05-01,5965.3,5109432000000.0,674620200000000.0,,226576544001988.4,0.011734593055497289
2003-06-01,6002.2,5130101000000.0,676601000000000.0,,227243700335334.1,0.013175199153671269
2003-07-01,6049.1,5124234000000.0,677502200000000.0,,227542144668683.03,0.013172403932566468
2003-08-01,6107.1,5125966000000.0,680230700000000.0,,228452222002035.72,0.014746443271149046
2003-09-01,6079.7,5136978000000.0,678956300000000.0,,228031092668693.25,0.012089633770234753
2003-10-01,6070.0,5157878000000.0,679563700000000.0,,228240526002023.34,0.010429158181069376
2003-11-01,6075.5,5206044000000.0,680041000000000.0,,228415681335358.5,0.010343437216644213
2003-12-01,6073.8,5297999000000.0,680286700000000.0,,228528233002024.6,0.0115624791532698
2004-01-01,6082.1,5271712000000.0,681748700000000.0,,229006804002027.38,0.01235343646543563
2004-02-01,6121.8,5273548000000.0,683369100000000.0,,229547549335373.9,0.012943166024442565
2004-03-01,6157.9,5310219000000.0,684390200000000.0,,229900139668719.28,0.013373624801564343
2004-04-01,6198.9,5344467000000.0,685289200000000.0,,230211222335399.62,0.019061872908354482
2004-05-01,6275.7,5377365000000.0,688092700000000.0,,231156688335425.25,0.020214556425561137
2004-06-01,6277.9,5408012000000.0,688493000000000.0,,231300337335425.97,0.017851482765443683
2004-07-01,6291.1,5428440000000.0,690147500000000.0,,231858646668763.72,0.018970120925799527
2004-08-01,6317.8,5397916000000.0,692896300000000.0,,232764738668772.6,0.018877105369973002
2004-09-01,6352.2,5451083000000.0,692121900000000.0,,232524327668784.1,0.01970448392587887
2004-10-01,6379.8,5490285000000.0,692885800000000.0,,232792028335459.9,0.019941692271582934
2004-11-01,6406.3,5528865000000.0,693380200000000.0,,232969688335468.75,0.01993736583008099
2004-12-01,6424.5,5632265000000.0,694130900000000.0,,233254388335474.84,0.02068083786132613
2005-01-01,6430.8,5637298000000.0,695103000000000.0,,233580099335476.9,0.019970128631676243
2005-02-01,6438.9,5643364000000.0,695733800000000.0,,233792388002146.28,0.018492197712686398
2005-03-01,6448.3,5680387000000.0,698258300000000.0,,234646229002149.4,0.02064413418917077
2005-04-01,6461.8,5738282000000.0,697487700000000.0,,234408660668820.6,0.018232987474892326
2005-05-01,6479.0,5778327000000.0,698360000000000.0,,234712775668826.34,0.015383882504152124
2005-06-01,6511.7,5858475000000.0,699609600000000.0,,235156025002170.6,0.016669615406367466
2005-07-01,6543.5,5896526000000.0,701726200000000.0,,235874242002181.16,0.017319152816216432
2005-08-01,6576.3,5859423000000.0,704059700000000.0,,236639707668858.75,0.016647577387571166
2005-09-01,6610.1,5939643000000.0,705682300000000.0,,237207314335536.72,0.020139770808941915
2005-10-01,6643.9,5976941000000.0,706166900000000.0,,237381280335547.97,0.019713956843379732
2005-11-01,6660.7,6002366000000.0,707194300000000.0,,237732222002220.25,0.02044271810972087
2005-12-01,6687.8,6168737000000.0,707270400000000.0,,237813045668895.9,0.019543715194179523
2006-01-01,6730.1,6134008000000.0,707248400000000.0,,237794136002243.38,0.01804107746659578
2006-02-01,6754.7,6157331000000.0,707432400000000.0,,237863243668918.25,0.017412267788353253
2006-03-01,6769.3,6212517000000.0,707741400000000.0,,237984639002256.4,0.01422741807658201
2006-04-01,6806.9,6316677000000.0,708574300000000.0,,238296992335602.28,0.016587832786072898
2006-05-01,6813.7,6321177000000.0,707658400000000.0,,237993192335604.6,0.01397630213110701
2006-06-01,6851.8,6386776000000.0,707096300000000.0,,237827692002283.9,0.011361252598518945
2006-07-01,6893.6,6382249000000.0,705547400000000.0,,237309883002297.88,0.006086467890391578
2006-08-01,6925.1,6360016000000.0,707174500000000.0,,237844838668975.03,0.005092682931313819
2006-09-01,6952.4,6461105000000.0,709316800000000.0,,238592635002317.47,0.00584012626533581
2006-10-01,7001.7,6472185000000.0,710062100000000.0,,238844761669000.6,0.006165108433925148
2006-11-01,7037.2,6535927000000.0,711341400000000.0,,239292442335679.1,0.006562931689774398
2006-12-01,7080.1,6743791000000.0,712343000000000.0,,239695597002360.03,0.007916097824528734
2007-01-01,7118.3,6704078690000.0,713579100000000.0,,240094392899039.4,0.009673312115544785
2007-02-01,7134.3,6707663590000.0,714287300000000.0,,240331654532378.1,0.010377437158368252
2007-03-01,7168.2,6830308980000.0,715368400000000.0,,240732902995722.75,0.01154807303945482
2007-04-01,7240.7,6875257540000.0,716718100000000.0,,241197785849080.25,0.012173017733235536
2007-05-01,7254.6,6928872610000.0,717993300000000.0,,241640724205751.53,0.015326202545337564
2007-06-01,7287.8,7023576910000.0,719441100000000.0,,242154892305762.6,0.018194686527240655
2007-07-01,7318.7,7063718310000.0,720107300000000.0,,242390339439106.25,0.021408532896032728
2007-08-01,7394.8,7044759300000.0,719585800000000.0,,242210186435798.25,0.01835376286175694
2007-09-01,7413.0,7140136020000.0,721575900000000.0,,242905345342471.0,0.01807562224253756
2007-10-01,7428.1,7229789160000.0,723472500000000.0,,243567429722476.03,0.01977296056431954
2007-11-01,7453.6,7288789240000.0,725689000000000.0,,244325929749151.22,0.021034878345264074
2007-12-01,7483.9,7436873890000.0,727505600000000.0,,244980824632494.62,0.02204974849864505
2008-01-01,7517.5,7449456190000.0,729017800000000.0,,245489085399172.5,0.02246904825637297
2008-02-01,7604.0,7471674820000.0,730911500000000.0,,246127724942534.66,0.02411696628741722
2008-03-01,7670.0,7544870830000.0,731568400000000.0,,246371090279223.34,0.02342092507230209
2008-04-01,7712.5,7625570920000.0,730218800000000.0,,245948123642570.84,0.019694781926658855
2008-05-01,7725.2,7688719570000.0,732683400000000.0,,246790706525908.4,0.021312559532687736
2008-06-01,7743.9,7734626560000.0,734958000000000.0,,247564208855914.62,0.022338250111923585
2008-07-01,7791.2,7750323860000.0,735459100000000.0,,247736474622597.1,0.02205589214430681
2008-08-01,7805.8,7759475670000.0,736727700000000.0,,248162391892601.9,0.024574546365668137
2008-09-01,7872.4,7839898820000.0,737264100000000.0,,248367999609290.78,0.022488818675925115
2008-10-01,7974.9,7972122000000.0,736410400000000.0,,248127507335991.62,0.018722033642640135
2008-11-01,8027.0,8018985080000.0,738797300000000.0,,248938761696009.0,0.01887982970777502
2008-12-01,8204.7,8103056980000.0,741154100000000.0,,249752385662734.9,0.01947728373189328
2009-01-01,8289.0,8101892210000.0,743672500000000.0,,250591464072763.0,0.020784543904646124
2009-02-01,8319.3,8093799240000.0,746639100000000.0,,251577633082773.1,0.02214260153548686
2009-03-01,8386.4,8094023230000.0,748233000000000.0,,252109007746128.78,0.023289735254255595
2009-04-01,8391.1,8164981320000.0,749692900000000.0,,252619293776130.38,0.027124297737089353
2009-05-01,8449.2,8157431590000.0,752040200000000.0,,253399210532816.4,0.026777766877596143
2009-06-01,8459.3,8186152570000.0,753133500000000.0,,253773217526153.1,0.025080397117711817
2009-07-01,8463.5,8170120430000.0,755400600000000.0,,254523573479487.84,0.027396445627274835
2009-08-01,8463.0,8152961550000.0,757304100000000.0,,255152353852821.0,0.028166886637859934
2009-09-01,8461.6,8153645390000.0,759123200000000.0,,255758948466153.88,0.02975805606394477
2009-10-01,8487.9,8178413500000.0,761031200000000.0,,256403204502829.28,0.03335259865256068
2009-11-01,8517.0,8169984240000.0,763003900000000.0,,257057961416172.34,0.03261524908715541
2009-12-01,8512.2,8275090590000.0,764212200000000.0,,257495763532837.4,0.031004219837800218
2010-01-01,8477.7,8234925070000.0,766254300000000.0,,258163075026159.25,0.030214959561422727
2010-02-01,8527.3,8210916120000.0,767507500000000.0,,258572805376175.75,0.027805223412294078
2010-03-01,8523.5,8209451530000.0,768505600000000.0,,258905017179507.84,0.026956630761176825
2010-04-01,8554.8,8268951740000.0,771070100000000.0,,259779683916184.9,0.028344589334494907
2010-05-01,8609.0,8301215080000.0,775214100000000.0,,261171771696203.0,0.030673186183348466
2010-06-01,8628.1,8333155330000.0,774772000000000.0,,261035051779542.72,0.028615447777270875
2010-07-01,8639.5,8337672910000.0,775922900000000.0,,261420190972879.84,0.027096183662327133
2010-08-01,8687.9,8342473540000.0,778410900000000.0,,262251124516229.28,0.027821693808488535
2010-09-01,8718.7,8344372870000.0,780144200000000.0,,262829524292906.25,0.027645468004761087
2010-10-01,8768.4,8378476210000.0,781847400000000.0,,263408625406256.12,0.02732189294205778
2010-11-01,8789.0,8388300570000.0,782422900000000.0,,263603733526263.0,0.02546418743083856
2010-12-01,8823.2,8472295450000.0,782124800000000.0,,263532365152941.1,0.023443498787248496
2011-01-01,8849.0,8435754600000.0,784191300000000.0,,264209018202949.66,0.02341908569293949
2011-02-01,8913.3,8415889110000.0,786271600000000.0,,264895829706304.4,0.02445355504779334
2011-03-01,8971.5,8441078810000.0,788467400000000.0,,265636159606323.84,0.025998501304241195
2011-04-01,9035.1,8482013950000.0,791857600000000.0,,266779871319678.38,0.02694663146080356
2011-05-01,9107.8,8488118150000.0,796042300000000.0,,268176806053035.9,0.02682156004585834
2011-06-01,9182.1,8517982800000.0,796635300000000.0,,268384427603060.72,0.02815474693308584
2011-07-01,9344.2,8522260990000.0,798703700000000.0,,269075320333114.75,0.029282854288133597
2011-08-01,9531.0,8530699180000.0,799518600000000.0,,269349766396510.34,0.02706810845282681
2011-09-01,9551.5,8568031090000.0,801521300000000.0,,270029777033183.84,0.027395144284678485
2011-10-01,9584.4,8555869480000.0,803731400000000.0,,270762423163194.78,0.027917832020864397
2011-11-01,9636.5,8565193560000.0,805684800000000.0,,271416664523212.16,0.02963892389699696
2011-12-01,9683.9,8670606000000.0,806454800000000.0,,271708468669894.62,0.031025045110525618
2012-01-01,9757.6,8640110000000.0,808053100000000.0,,272231070003252.53,0.03036252076051693
2012-02-01,9809.8,8648411000000.0,809353500000000.0,,272667303669936.6,0.02933784941895312
2012-03-01,9853.9,8718042000000.0,811535500000000.0,,273417847336617.97,0.029294534832255748
2012-04-01,9907.7,8721253000000.0,812562400000000.0,,273761217669969.25,0.026168939642096323
2012-05-01,9951.4,8752512000000.0,813517200000000.0,,274089904003317.12,0.022049251899553868
2012-06-01,10021.6,8810355000000.0,814609700000000.0,,274473351670007.22,0.02268732251467287
2012-07-01,10074.5,8833836000000.0,817155500000000.0,,275329778670024.84,0.023244266063372487
2012-08-01,10145.6,8826210000000.0,819331600000000.0,,276052603336715.22,0.024885252472569785
2012-09-01,10226.1,8866345000000.0,821119200000000.0,,276661848336742.03,0.024560518385878582
2012-10-01,10292.4,8928497000000.0,822064900000000.0,,276997799003430.78,0.02302895567040264
2012-11-01,10361.9,8955965000000.0,822401300000000.0,,277119088336787.28,0.02100985149011536
2012-12-01,10484.1,9044639000000.0,826626600000000.0,,278557079670161.38,0.02520573257724723
2013-01-01,10508.1,9017783000000.0,829400100000000.0,,279472627670169.38,0.02660077582926279
2013-02-01,10527.5,9052631000000.0,832728700000000.0,,280593777003509.16,0.02907012768633077
2013-03-01,10583.8,9081338000000.0,836299000000000.0,,281793446003527.94,0.03063296250957004
2013-04-01,10611.3,9103737000000.0,838721600000000.0,,282608445670203.75,0.03231731680453076
2013-05-01,10646.1,9128400000000.0,841970100000000.0,,283699500003548.7,0.03506001446924967
2013-06-01,10703.3,9129744000000.0,845781500000000.0,,284970414670234.44,0.03824437941373482
2013-07-01,10742.8,9157419000000.0,848105100000000.0,,285754173003580.94,0.03786148517574417
2013-08-01,10801.2,9185109000000.0,850579700000000.0,,286588269670267.06,0.038165430089065255
2013-09-01,10862.0,9179608000000.0,853221400000000.0,,287467002670287.3,0.03905545487570694
2013-10-01,10986.3,9218195000000.0,856068600000000.0,,288428931670328.75,0.04126795486471124
2013-11-01,10995.6,9236345000000.0,857764600000000.0,,289000315003665.2,0.04287408254042191
2013-12-01,11060.1,9212147000000.0,860992600000000.0,,290068249003686.7,0.04132427489244095
2014-01-01,11130.8,9244220000000.0,864710900000000.0,,291318373337043.56,0.04238606752162655
2014-02-01,11196.8,9272606000000.0,865372800000000.0,,291548468670398.94,0.03904110698346952
2014-03-01,11232.6,9277870000000.0,866239600000000.0,,291839156670410.9,0.0356491991185528
2014-04-01,11277.7,9289816000000.0,868091800000000.0,,292460538670425.94,0.03486128299123559
2014-05-01,11342.8,9328806000000.0,869528300000000.0,,292952368670447.56,0.03261503339548755
2014-06-01,11398.1,9355707000000.0,871765900000000.0,,293707202337132.7,0.030658577933461606
2014-07-01,11453.0,9393273000000.0,873699700000000.0,,294364324337151.0,0.030131323168681057
2014-08-01,11477.3,9443850000000.0,876001300000000.0,,295148383337159.06,0.02986903014816633
2014-09-01,11519.1,9475081000000.0,879801100000000.0,,296425393670506.4,0.03116319757399766
2014-10-01,11593.1,9497903000000.0,883280200000000.0,,297592701003864.4,0.03177132502092306
2014-11-01,11634.2,9569281000000.0,888003500000000.0,,299190927003878.06,0.03526159478436419
2014-12-01,11717.6,9668681000000.0,891360000000000.0,,300342893670572.56,0.035421473057381414
2015-01-01,11805.2,9749062000000.0,893554700000000.0,,301101254003935.06,0.03358140633159823
2015-02-01,11922.8,9764289000000.0,895584300000000.0,,301782863003974.25,0.03510357773528727
2015-03-01,11920.5,9810907000000.0,897942500000000.0,,302584469003973.5,0.03681929613611734
2015-04-01,11954.6,9859662000000.0,899974600000000.0,,303278087337318.2,0.03698806244449471
2015-05-01,11982.6,9914221000000.0,905085200000000.0,,304999807003994.2,0.04112422230352131
2015-06-01,12023.2,9946958000000.0,906294600000000.0,,305413852670674.44,0.03985823377972264
2015-07-01,12067.0,10011211000000.0,909245000000000.0,,306418737004022.3,0.04095065763833783
2015-08-01,12112.0,10037605000000.0,912552100000000.0,,307529901670704.0,0.04195014790035656
2015-09-01,12173.9,10068328000000.0,913466700000000.0,,307845009337391.3,0.0385244176468178
2015-10-01,12225.2,10124772000000.0,915511400000000.0,,308545390670741.75,0.036804295367227846
2015-11-01,12317.0,10186100000000.0,917338900000000.0,,309175000004105.7,0.033370239867261065
2015-12-01,12387.9,10215459000000.0,918860800000000.0,,309692086337462.6,0.03112839645590082
2016-01-01,12526.2,10274065000000.0,921563600000000.0,,310612555004175.44,0.031588380565549024
2016-02-01,12599.1,10312438000000.0,924250300000000.0,,311520912670866.4,0.03226839844369778
2016-03-01,12649.6,10348009000000.0,926806600000000.0,,312384869670883.2,0.03238897455368406
2016-04-01,12728.7,10376779000000.0,931215500000000.0,,313864093004242.94,0.03490527706721713
2016-05-01,12796.3,10416638000000.0,936066500000000.0,,315494379337598.75,0.03440845565343964
2016-06-01,12856.9,10457644000000.0,937754400000000.0,,316070681337618.94,0.034893075653761096
2016-07-01,12911.3,10512054000000.0,940137900000000.0,,316883318004303.75,0.03415124382600676
2016-08-01,12995.8,10547979000000.0,942082600000000.0,,317543526337665.25,0.032561466747007994
2016-09-01,13056.7,10573312000000.0,945826500000000.0,,318799937337685.56,0.03558585544028703
2016-10-01,13130.0,10590298000000.0,949202000000000.0,,319930766004376.7,0.036900163405080955
2016-11-01,13204.0,10667463000000.0,953066300000000.0,,321244587671068.0,0.03903804533614297
2016-12-01,13248.7,10686288000000.0,956012400000000.0,,322232896004416.25,0.04049444664623514
2017-01-01,13324.3,10744692000000.0,959171000000000.0,,323305230671108.06,0.040863369694640994
2017-02-01,13391.8,10797860000000.0,963218700000000.0,,324672186671130.56,0.042216343960699065
2017-03-01,13452.7,10876141000000.0,,,5438070506726.35,-0.9825917608863205
2017-04-01,13508.7,,,,13508.7,-0.99999999995696
2017-05-01,13561.4,,,,13561.4,-0.9999999999570154
2017-06-01,13583.3,,,,13583.3,-0.9999999999570245
2017-07-01,13640.4,,,,13640.4,-0.9999999999569545
2017-08-01,13699.8,,,,13699.8,-0.999999999956857
2017-09-01,13748.9,,,,13748.9,-0.9999999999568729
2017-10-01,13808.1,,,,13808.1,-0.9999999999568403
2017-11-01,13841.3,,,,13841.3,-0.9999999999569135
2017-12-01,13899.7,,,,13899.7,-0.9999999999568644
2018-01-01,13910.2,,,,13910.2,-0.999999999956975
2018-02-01,13947.2,,,,13947.2,-0.9999999999570423
2018-03-01,14003.5,,,,14003.5,-0.9999999974249139
2018-04-01,14021.4,,,,14021.4,0.037953318972217875
2018-05-01,14077.4,,,,14077.4,0.038049168964856106
